model_id_list,dev_alphabetical_id,dev_numerical_id
D05_Apple_iPhone5c,D05_V_indoorWA_still_0001,4
D07_Lenovo_P70A,D07_V_outdoorWA_move_0001,6
D09_Apple_iPhone4,D09_V_indoorWA_panrot_0002,8
D23_Asus_Zenfone2Laser,D23_V_outdoorWA_move_0001,21
D03_Huawei_P9,D03_V_outdoorWA_still_0002,2
D25_OnePlus_A3000,D25_V_flatWA_still_0001,23
D35_Samsung_GalaxyTabA,D35_V_outdoorWA_still_0002,33
D29_Apple_iPhone5,D29_V_outdoorWA_panrot_0002,27
D34_Apple_iPhone5,D34_V_indoorWA_move_0001,32
D08_Samsung_GalaxyTab3,D08_V_flatWA_move_0004,7
D13_Apple_iPad2,D13_V_flatWA_still_0001,11
D34_Apple_iPhone5,D34_V_flatWA_move_0001,32
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_panrot_0002,22
D24_Xiaomi_RedmiNote3,D24_V_flatWA_move_0003,22
D24_Xiaomi_RedmiNote3,D24_V_outdoorWA_still_0002,22
D20_Apple_iPadMini,D20_V_outdoorWA_still_0001,18
D27_Samsung_GalaxyS5,D27_V_outdoorWA_panrot_0001,25
D09_Apple_iPhone4,D09_V_flatWA_still_0002,8
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_move_0002,29
D23_Asus_Zenfone2Laser,D23_V_outdoorWA_still_0002,21
D20_Apple_iPadMini,D20_V_indoorWA_panrot_0001,18
D30_Huawei_Honor5c,D30_V_flatWA_move_0003,28
D33_Huawei_Ascend,D33_V_outdoorWA_still_0001,31
D26_Samsung_GalaxyS3Mini,D26_V_flatWA_move_0002,24
D05_Apple_iPhone5c,D05_V_outdoorWA_panrot_0001,4
D23_Asus_Zenfone2Laser,D23_V_flatWA_panrot_0002,21
D05_Apple_iPhone5c,D05_V_indoorWA_move_0002,4
D06_Apple_iPhone6,D06_V_indoorWA_still_0002,5
D34_Apple_iPhone5,D34_V_indoorWA_panrot_0002,32
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_still_0004,0
D11_Samsung_GalaxyS3,D11_V_indoorWA_move_0002,10
D02_Apple_iPhone4s,D02_V_outdoorWA_panrot_0001,1
D11_Samsung_GalaxyS3,D11_V_flatWA_panrot_0002,10
D08_Samsung_GalaxyTab3,D08_V_flatWA_move_0003,7
D35_Samsung_GalaxyTabA,D35_V_indoorWA_move_0002,33
D28_Huawei_P8,D28_V_indoorWA_still_0002,26
D04_LG_D290,D04_V_flatWA_move_0002,3
D17_Microsoft_Lumia640LTE,D17_V_indoorWA_panrot_0001,15
D08_Samsung_GalaxyTab3,D08_V_indoorWA_still_0003,7
D05_Apple_iPhone5c,D05_V_flatWA_still_0001,4
D34_Apple_iPhone5,D34_V_flatWA_panrot_0004,32
D10_Apple_iPhone4s,D10_V_flatWA_move_0002,9
D34_Apple_iPhone5,D34_V_indoorWA_move_0004,32
D29_Apple_iPhone5,D29_V_flatWA_panrot_0001,27
D09_Apple_iPhone4,D09_V_outdoorWA_panrot_0001,8
D35_Samsung_GalaxyTabA,D35_V_indoorWA_panrot_0001,33
D03_Huawei_P9,D03_V_indoorWA_still_0001,2
D07_Lenovo_P70A,D07_V_indoorWA_still_0002,6
D07_Lenovo_P70A,D07_V_flatWA_move_0003,6
D19_Apple_iPhone6Plus,D19_V_outdoorWA_panrot_0002,17
D20_Apple_iPadMini,D20_V_flatWA_move_0001,18
D27_Samsung_GalaxyS5,D27_V_outdoorWA_move_0001,25
D24_Xiaomi_RedmiNote3,D24_V_flatWA_still_0002,22
D25_OnePlus_A3000,D25_V_flatWA_panrot_0001,23
D04_LG_D290,D04_V_flatWA_panrot_0002,3
D04_LG_D290,D04_V_outdoorWA_still_0001,3
D18_Apple_iPhone5c,D18_V_outdoorWA_still_0001,16
D25_OnePlus_A3000,D25_V_outdoorWA_move_0002,23
D20_Apple_iPadMini,D20_V_flatWA_move_0002,18
D34_Apple_iPhone5,D34_V_flatWA_move_0003,32
D16_Huawei_P9Lite,D16_V_indoorWA_panrot_0001,14
D35_Samsung_GalaxyTabA,D35_V_outdoorWA_panrot_0001,33
D15_Apple_iPhone6,D15_V_outdoorWA_still_0001,13
D08_Samsung_GalaxyTab3,D08_V_indoorWA_still_0002,7
D34_Apple_iPhone5,D34_V_flatWA_still_0003,32
D32_OnePlus_A3003,D32_V_outdoorWA_still_0002,30
D30_Huawei_Honor5c,D30_V_indoorWA_panrot_0001,28
D16_Huawei_P9Lite,D16_V_flatWA_move_0003,14
D10_Apple_iPhone4s,D10_V_flatWA_move_0001,9
D21_Wiko_Ridge4G,D21_V_flatWA_move_0001,19
D02_Apple_iPhone4s,D02_V_outdoorWA_still_0003,1
D15_Apple_iPhone6,D15_V_outdoorWA_move_0001,13
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_still_0004,7
D20_Apple_iPadMini,D20_V_outdoorWA_panrot_0001,18
D22_Samsung_GalaxyTrendPlus,D22_V_indoorWA_move_0002,20
D30_Huawei_Honor5c,D30_V_flatWA_still_0001,28
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_move_0001,24
D15_Apple_iPhone6,D15_V_flatWA_move_0001,13
D06_Apple_iPhone6,D06_V_outdoorWA_panrot_0002,5
D17_Microsoft_Lumia640LTE,D17_V_flatWA_still_0001,15
D28_Huawei_P8,D28_V_flatWA_still_0001,26
D35_Samsung_GalaxyTabA,D35_V_indoorWA_still_0002,33
D11_Samsung_GalaxyS3,D11_V_outdoorWA_still_0001,10
D13_Apple_iPad2,D13_V_indoorWA_still_0001,11
D11_Samsung_GalaxyS3,D11_V_flatWA_move_0003,10
D17_Microsoft_Lumia640LTE,D17_V_flatWA_move_0001,15
D28_Huawei_P8,D28_V_indoorWA_move_0002,26
D11_Samsung_GalaxyS3,D11_V_indoorWA_panrot_0001,10
D21_Wiko_Ridge4G,D21_V_outdoorWA_still_0002,19
D09_Apple_iPhone4,D09_V_flatWA_panrot_0002,8
D18_Apple_iPhone5c,D18_V_outdoorWA_move_0001,16
D27_Samsung_GalaxyS5,D27_V_outdoorWA_still_0001,25
D05_Apple_iPhone5c,D05_V_flatWA_move_0002,4
D09_Apple_iPhone4,D09_V_outdoorWA_move_0001,8
D33_Huawei_Ascend,D33_V_flatWA_move_0001,31
D23_Asus_Zenfone2Laser,D23_V_indoorWA_panrot_0001,21
D25_OnePlus_A3000,D25_V_flatWA_move_0002,23
D03_Huawei_P9,D03_V_flatWA_still_0001,2
D16_Huawei_P9Lite,D16_V_flatWA_still_0002,14
D15_Apple_iPhone6,D15_V_indoorWA_panrot_0002,13
D25_OnePlus_A3000,D25_V_indoorWA_still_0001,23
D28_Huawei_P8,D28_V_outdoorWA_move_0002,26
D04_LG_D290,D04_V_flatWA_still_0001,3
D05_Apple_iPhone5c,D05_V_indoorWA_panrot_0001,4
D18_Apple_iPhone5c,D18_V_outdoorWA_panrot_0001,16
D23_Asus_Zenfone2Laser,D23_V_flatWA_move_0003,21
D14_Apple_iPhone5c,D14_V_outdoorWA_still_0002,12
D04_LG_D290,D04_V_outdoorWA_still_0002,3
D31_Samsung_GalaxyS4Mini,D31_V_flatWA_still_0001,29
D19_Apple_iPhone6Plus,D19_V_outdoorWA_panrot_0001,17
D33_Huawei_Ascend,D33_V_flatWA_panrot_0001,31
D03_Huawei_P9,D03_V_flatWA_move_0002,2
D09_Apple_iPhone4,D09_V_indoorWA_move_0002,8
D15_Apple_iPhone6,D15_V_outdoorWA_panrot_0002,13
D07_Lenovo_P70A,D07_V_indoorWA_still_0001,6
D09_Apple_iPhone4,D09_V_outdoorWA_move_0002,8
D29_Apple_iPhone5,D29_V_indoorWA_move_0002,27
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_still_0002,0
D30_Huawei_Honor5c,D30_V_flatWA_move_0002,28
D34_Apple_iPhone5,D34_V_outdoorWA_move_0002,32
D07_Lenovo_P70A,D07_V_flatWA_still_0001,6
D23_Asus_Zenfone2Laser,D23_V_outdoorWA_move_0002,21
D32_OnePlus_A3003,D32_V_outdoorWA_move_0002,30
D06_Apple_iPhone6,D06_V_outdoorWA_move_0001,5
D25_OnePlus_A3000,D25_V_flatWA_still_0002,23
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_panrot_0001,24
D33_Huawei_Ascend,D33_V_flatWA_move_0002,31
D29_Apple_iPhone5,D29_V_flatWA_move_0001,27
D35_Samsung_GalaxyTabA,D35_V_outdoorWA_panrot_0002,33
D24_Xiaomi_RedmiNote3,D24_V_flatWA_panrot_0002,22
D19_Apple_iPhone6Plus,D19_V_outdoorWA_move_0001,17
D09_Apple_iPhone4,D09_V_indoorWA_still_0002,8
D14_Apple_iPhone5c,D14_V_indoorWA_panrot_0001,12
D19_Apple_iPhone6Plus,D19_V_indoorWA_panrot_0001,17
D14_Apple_iPhone5c,D14_V_flatWA_move_0001,12
D15_Apple_iPhone6,D15_V_flatWA_move_0002,13
D34_Apple_iPhone5,D34_V_indoorWA_still_0002,32
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_panrot_0001,29
D27_Samsung_GalaxyS5,D27_V_outdoorWA_still_0002,25
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_move_0001,0
D01_Samsung_GalaxyS3Mini,D01_V_flatWA_move_0001,0
D26_Samsung_GalaxyS3Mini,D26_V_outdoorWA_move_0002,24
D34_Apple_iPhone5,D34_V_indoorWA_panrot_0003,32
D29_Apple_iPhone5,D29_V_indoorWA_panrot_0002,27
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_move_0002,7
D10_Apple_iPhone4s,D10_V_indoorWA_move_0002,9
D09_Apple_iPhone4,D09_V_flatWA_move_0001,8
D14_Apple_iPhone5c,D14_V_flatWA_panrot_0002,12
D27_Samsung_GalaxyS5,D27_V_flatWA_move_0001,25
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_move_0002,20
D24_Xiaomi_RedmiNote3,D24_V_outdoorWA_move_0002,22
D16_Huawei_P9Lite,D16_V_flatWA_panrot_0001,14
D25_OnePlus_A3000,D25_V_indoorWA_still_0002,23
D22_Samsung_GalaxyTrendPlus,D22_V_flatWA_move_0001,20
D17_Microsoft_Lumia640LTE,D17_V_flatWA_move_0002,15
D33_Huawei_Ascend,D33_V_indoorWA_still_0001,31
D11_Samsung_GalaxyS3,D11_V_outdoorWA_panrot_0001,10
D31_Samsung_GalaxyS4Mini,D31_V_flatWA_panrot_0002,29
D21_Wiko_Ridge4G,D21_V_outdoorWA_panrot_0001,19
D05_Apple_iPhone5c,D05_V_outdoorWA_still_0001,4
D30_Huawei_Honor5c,D30_V_indoorWA_move_0002,28
D21_Wiko_Ridge4G,D21_V_indoorWA_still_0001,19
D33_Huawei_Ascend,D33_V_flatWA_move_0003,31
D04_LG_D290,D04_V_indoorWA_panrot_0002,3
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_move_0004,7
D18_Apple_iPhone5c,D18_V_indoorWA_panrot_0001,16
D26_Samsung_GalaxyS3Mini,D26_V_flatWA_still_0001,24
D06_Apple_iPhone6,D06_V_flatWA_move_0001,5
D07_Lenovo_P70A,D07_V_outdoorWA_still_0002,6
D16_Huawei_P9Lite,D16_V_outdoorWA_move_0001,14
D10_Apple_iPhone4s,D10_V_indoorWA_move_0001,9
D22_Samsung_GalaxyTrendPlus,D22_V_indoorWA_panrot_0002,20
D13_Apple_iPad2,D13_V_outdoorWA_panrot_0001,11
D08_Samsung_GalaxyTab3,D08_V_flatWA_still_0004,7
D29_Apple_iPhone5,D29_V_indoorWA_still_0002,27
D10_Apple_iPhone4s,D10_V_indoorWA_panrot_0002,9
D23_Asus_Zenfone2Laser,D23_V_indoorWA_panrot_0002,21
D18_Apple_iPhone5c,D18_V_flatWA_still_0001,16
D18_Apple_iPhone5c,D18_V_flatWA_move_0002,16
D33_Huawei_Ascend,D33_V_indoorWA_move_0001,31
D08_Samsung_GalaxyTab3,D08_V_flatWA_still_0002,7
D03_Huawei_P9,D03_V_indoorWA_move_0002,2
D33_Huawei_Ascend,D33_V_outdoorWA_move_0002,31
D23_Asus_Zenfone2Laser,D23_V_indoorWA_move_0001,21
D30_Huawei_Honor5c,D30_V_outdoorWA_panrot_0002,28
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_panrot_0002,24
D11_Samsung_GalaxyS3,D11_V_flatWA_move_0001,10
D14_Apple_iPhone5c,D14_V_flatWA_still_0002,12
D03_Huawei_P9,D03_V_flatWA_panrot_0002,2
D15_Apple_iPhone6,D15_V_flatWA_still_0002,13
D02_Apple_iPhone4s,D02_V_outdoorWA_still_0002,1
D23_Asus_Zenfone2Laser,D23_V_indoorWA_still_0002,21
D34_Apple_iPhone5,D34_V_flatWA_move_0005,32
D10_Apple_iPhone4s,D10_V_outdoorWA_still_0002,9
D08_Samsung_GalaxyTab3,D08_V_indoorWA_still_0004,7
D23_Asus_Zenfone2Laser,D23_V_flatWA_still_0002,21
D32_OnePlus_A3003,D32_V_flatWA_move_0002,30
D08_Samsung_GalaxyTab3,D08_V_indoorWA_panrot_0003,7
D15_Apple_iPhone6,D15_V_flatWA_panrot_0002,13
D15_Apple_iPhone6,D15_V_indoorWA_panrot_0001,13
D08_Samsung_GalaxyTab3,D08_V_indoorWA_still_0001,7
D09_Apple_iPhone4,D09_V_outdoorWA_still_0001,8
D27_Samsung_GalaxyS5,D27_V_outdoorWA_panrot_0002,25
D04_LG_D290,D04_V_outdoorWA_move_0001,3
D27_Samsung_GalaxyS5,D27_V_flatWA_move_0002,25
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_move_0001,7
D22_Samsung_GalaxyTrendPlus,D22_V_indoorWA_still_0002,20
D01_Samsung_GalaxyS3Mini,D01_V_flatWA_panrot_0001,0
D20_Apple_iPadMini,D20_V_indoorWA_move_0002,18
D07_Lenovo_P70A,D07_V_outdoorWA_still_0001,6
D13_Apple_iPad2,D13_V_outdoorWA_move_0002,11
D19_Apple_iPhone6Plus,D19_V_outdoorWA_still_0002,17
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_move_0001,29
D18_Apple_iPhone5c,D18_V_outdoorWA_still_0002,16
D25_OnePlus_A3000,D25_V_outdoorWA_move_0001,23
D33_Huawei_Ascend,D33_V_outdoorWA_still_0002,31
D16_Huawei_P9Lite,D16_V_outdoorWA_move_0002,14
D27_Samsung_GalaxyS5,D27_V_indoorWA_move_0001,25
D21_Wiko_Ridge4G,D21_V_indoorWA_panrot_0001,19
D03_Huawei_P9,D03_V_indoorWA_panrot_0001,2
D31_Samsung_GalaxyS4Mini,D31_V_flatWA_move_0001,29
D29_Apple_iPhone5,D29_V_indoorWA_panrot_0001,27
D02_Apple_iPhone4s,D02_V_flatWA_move_0001,1
D27_Samsung_GalaxyS5,D27_V_indoorWA_panrot_0002,25
D29_Apple_iPhone5,D29_V_flatWA_still_0002,27
D02_Apple_iPhone4s,D02_V_flatWA_panrot_0001,1
D10_Apple_iPhone4s,D10_V_outdoorWA_move_0001,9
D28_Huawei_P8,D28_V_flatWA_move_0001,26
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_panrot_0002,7
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_still_0002,29
D14_Apple_iPhone5c,D14_V_flatWA_move_0003,12
D34_Apple_iPhone5,D34_V_indoorWA_panrot_0001,32
D33_Huawei_Ascend,D33_V_flatWA_still_0002,31
D30_Huawei_Honor5c,D30_V_flatWA_move_0001,28
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_panrot_0001,7
D06_Apple_iPhone6,D06_V_outdoorWA_move_0002,5
D19_Apple_iPhone6Plus,D19_V_indoorWA_move_0002,17
D05_Apple_iPhone5c,D05_V_outdoorWA_still_0002,4
D16_Huawei_P9Lite,D16_V_flatWA_move_0002,14
D08_Samsung_GalaxyTab3,D08_V_flatWA_panrot_0003,7
D07_Lenovo_P70A,D07_V_indoorWA_panrot_0002,6
D13_Apple_iPad2,D13_V_indoorWA_panrot_0002,11
D16_Huawei_P9Lite,D16_V_outdoorWA_still_0001,14
D03_Huawei_P9,D03_V_flatWA_still_0002,2
D05_Apple_iPhone5c,D05_V_outdoorWA_move_0001,4
D33_Huawei_Ascend,D33_V_flatWA_still_0001,31
D32_OnePlus_A3003,D32_V_indoorWA_panrot_0002,30
D14_Apple_iPhone5c,D14_V_outdoorWA_move_0002,12
D13_Apple_iPad2,D13_V_indoorWA_move_0001,11
D20_Apple_iPadMini,D20_V_indoorWA_panrot_0002,18
D10_Apple_iPhone4s,D10_V_indoorWA_still_0002,9
D06_Apple_iPhone6,D06_V_indoorWA_panrot_0001,5
D28_Huawei_P8,D28_V_flatWA_move_0003,26
D05_Apple_iPhone5c,D05_V_indoorWA_still_0002,4
D15_Apple_iPhone6,D15_V_indoorWA_still_0002,13
D27_Samsung_GalaxyS5,D27_V_outdoorWA_move_0002,25
D07_Lenovo_P70A,D07_V_outdoorWA_panrot_0001,6
D21_Wiko_Ridge4G,D21_V_indoorWA_move_0001,19
D29_Apple_iPhone5,D29_V_outdoorWA_move_0001,27
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_move_0001,22
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_still_0001,0
D16_Huawei_P9Lite,D16_V_flatWA_move_0001,14
D03_Huawei_P9,D03_V_outdoorWA_panrot_0002,2
D07_Lenovo_P70A,D07_V_flatWA_panrot_0001,6
D16_Huawei_P9Lite,D16_V_indoorWA_still_0002,14
D03_Huawei_P9,D03_V_indoorWA_panrot_0002,2
D32_OnePlus_A3003,D32_V_flatWA_still_0002,30
D27_Samsung_GalaxyS5,D27_V_indoorWA_still_0002,25
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_panrot_0003,0
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_move_0002,0
D18_Apple_iPhone5c,D18_V_indoorWA_still_0001,16
D28_Huawei_P8,D28_V_flatWA_move_0002,26
D20_Apple_iPadMini,D20_V_outdoorWA_panrot_0002,18
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_move_0001,20
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_move_0002,22
D34_Apple_iPhone5,D34_V_outdoorWA_move_0004,32
D10_Apple_iPhone4s,D10_V_indoorWA_still_0001,9
D16_Huawei_P9Lite,D16_V_outdoorWA_panrot_0002,14
D04_LG_D290,D04_V_outdoorWA_panrot_0002,3
D19_Apple_iPhone6Plus,D19_V_flatWA_move_0003,17
D31_Samsung_GalaxyS4Mini,D31_V_indoorWA_move_0001,29
D35_Samsung_GalaxyTabA,D35_V_outdoorWA_still_0001,33
D32_OnePlus_A3003,D32_V_indoorWA_still_0001,30
D15_Apple_iPhone6,D15_V_flatWA_panrot_0001,13
D06_Apple_iPhone6,D06_V_outdoorWA_still_0001,5
D10_Apple_iPhone4s,D10_V_flatWA_panrot_0001,9
D04_LG_D290,D04_V_indoorWA_move_0002,3
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_move_0003,0
D03_Huawei_P9,D03_V_indoorWA_move_0001,2
D34_Apple_iPhone5,D34_V_flatWA_move_0004,32
D02_Apple_iPhone4s,D02_V_indoorWA_panrot_0001,1
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_still_0001,29
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_still_0002,24
D28_Huawei_P8,D28_V_outdoorWA_panrot_0001,26
D08_Samsung_GalaxyTab3,D08_V_flatWA_panrot_0004,7
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_still_0001,20
D27_Samsung_GalaxyS5,D27_V_flatWA_still_0001,25
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_panrot_0001,20
D08_Samsung_GalaxyTab3,D08_V_flatWA_move_0001,7
D32_OnePlus_A3003,D32_V_indoorWA_panrot_0001,30
D13_Apple_iPad2,D13_V_indoorWA_move_0002,11
D35_Samsung_GalaxyTabA,D35_V_flatWA_move_0002,33
D14_Apple_iPhone5c,D14_V_indoorWA_still_0001,12
D30_Huawei_Honor5c,D30_V_outdoorWA_move_0002,28
D32_OnePlus_A3003,D32_V_flatWA_move_0003,30
D29_Apple_iPhone5,D29_V_outdoorWA_still_0001,27
D34_Apple_iPhone5,D34_V_indoorWA_move_0003,32
D32_OnePlus_A3003,D32_V_flatWA_move_0001,30
D30_Huawei_Honor5c,D30_V_flatWA_panrot_0001,28
D11_Samsung_GalaxyS3,D11_V_indoorWA_still_0001,10
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_move_0002,0
D17_Microsoft_Lumia640LTE,D17_V_outdoorWA_still_0001,15
D11_Samsung_GalaxyS3,D11_V_outdoorWA_move_0001,10
D30_Huawei_Honor5c,D30_V_indoorWA_still_0001,28
D14_Apple_iPhone5c,D14_V_indoorWA_move_0002,12
D34_Apple_iPhone5,D34_V_flatWA_move_0002,32
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_still_0002,22
D25_OnePlus_A3000,D25_V_flatWA_move_0003,23
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_panrot_0002,29
D14_Apple_iPhone5c,D14_V_indoorWA_panrot_0002,12
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_still_0001,24
D28_Huawei_P8,D28_V_indoorWA_panrot_0002,26
D19_Apple_iPhone6Plus,D19_V_flatWA_move_0002,17
D19_Apple_iPhone6Plus,D19_V_flatWA_still_0001,17
D34_Apple_iPhone5,D34_V_outdoorWA_still_0001,32
D31_Samsung_GalaxyS4Mini,D31_V_indoorWA_move_0002,29
D07_Lenovo_P70A,D07_V_indoorWA_move_0002,6
D29_Apple_iPhone5,D29_V_outdoorWA_panrot_0001,27
D29_Apple_iPhone5,D29_V_flatWA_move_0002,27
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_still_0001,7
D04_LG_D290,D04_V_indoorWA_still_0002,3
D34_Apple_iPhone5,D34_V_outdoorWA_move_0001,32
D11_Samsung_GalaxyS3,D11_V_outdoorWA_panrot_0002,10
D31_Samsung_GalaxyS4Mini,D31_V_indoorWA_panrot_0002,29
D34_Apple_iPhone5,D34_V_indoorWA_still_0003,32
D03_Huawei_P9,D03_V_outdoorWA_move_0001,2
D01_Samsung_GalaxyS3Mini,D01_V_flatWA_move_0002,0
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_panrot_0001,22
