model_id_list,dev_alphabetical_id,dev_numerical_id
D06_Apple_iPhone6,D06_V_indoor_move_0002,5
D21_Wiko_Ridge4G,D21_V_flat_still_0001,19
D15_Apple_iPhone6,D15_V_indoor_still_0001,13
D10_Apple_iPhone4s,D10_V_indoor_move_0001,9
D33_Huawei_Ascend,D33_V_outdoor_panrot_0001,31
D20_Apple_iPadMini,D20_V_indoor_move_0001,18
D34_Apple_iPhone5,D34_V_flat_still_0004,32
D15_Apple_iPhone6,D15_V_flat_panrot_0002,13
D05_Apple_iPhone5c,D05_V_flat_move_0003,4
D24_Xiaomi_RedmiNote3,D24_V_outdoor_still_0001,22
D09_Apple_iPhone4,D09_V_outdoor_panrot_0002,8
D34_Apple_iPhone5,D34_V_flat_still_0001,32
D33_Huawei_Ascend,D33_V_indoor_still_0001,31
D10_Apple_iPhone4s,D10_V_indoor_still_0002,9
D29_Apple_iPhone5,D29_V_indoor_still_0002,27
D16_Huawei_P9Lite,D16_V_outdoor_move_0002,14
D15_Apple_iPhone6,D15_V_outdoor_move_0002,13
D22_Samsung_GalaxyTrendPlus,D22_V_outdoor_still_0001,20
D32_OnePlus_A3003,D32_V_indoor_move_0002,30
D10_Apple_iPhone4s,D10_V_outdoor_panrot_0001,9
D13_Apple_iPad2,D13_V_outdoor_panrot_0002,11
D01_Samsung_GalaxyS3Mini,D01_V_indoor_move_0002,0
D32_OnePlus_A3003,D32_V_flat_move_0003,30
D09_Apple_iPhone4,D09_V_outdoor_still_0002,8
D23_Asus_Zenfone2Laser,D23_V_outdoor_move_0002,21
D11_Samsung_GalaxyS3,D11_V_outdoor_panrot_0002,10
D14_Apple_iPhone5c,D14_V_indoor_move_0002,12
D13_Apple_iPad2,D13_V_flat_panrot_0001,11
D30_Huawei_Honor5c,D30_V_flat_move_0001,28
D06_Apple_iPhone6,D06_V_indoor_panrot_0001,5
D11_Samsung_GalaxyS3,D11_V_flat_panrot_0002,10
D15_Apple_iPhone6,D15_V_outdoor_panrot_0001,13
D28_Huawei_P8,D28_V_outdoor_move_0001,26
D20_Apple_iPadMini,D20_V_flat_still_0001,18
D32_OnePlus_A3003,D32_V_outdoor_panrot_0002,30
D27_Samsung_GalaxyS5,D27_V_outdoor_move_0002,25
D11_Samsung_GalaxyS3,D11_V_flat_move_0001,10
D29_Apple_iPhone5,D29_V_flat_still_0002,27
D11_Samsung_GalaxyS3,D11_V_flat_move_0003,10
D07_Lenovo_P70A,D07_V_indoor_still_0001,6
D01_Samsung_GalaxyS3Mini,D01_V_outdoor_move_0001,0
D04_LG_D290,D04_V_indoor_move_0001,3
D23_Asus_Zenfone2Laser,D23_V_indoor_still_0002,21
D05_Apple_iPhone5c,D05_V_outdoor_move_0002,4
D18_Apple_iPhone5c,D18_V_flat_move_0001,16
D11_Samsung_GalaxyS3,D11_V_flat_still_0001,10
D31_Samsung_GalaxyS4Mini,D31_V_indoor_panrot_0002,29
D08_Samsung_GalaxyTab3,D08_V_indoor_panrot_0002,7
D26_Samsung_GalaxyS3Mini,D26_V_flat_still_0001,24
D04_LG_D290,D04_V_flat_panrot_0001,3
D35_Samsung_GalaxyTabA,D35_V_indoor_move_0002,33
D13_Apple_iPad2,D13_V_outdoor_still_0002,11
D06_Apple_iPhone6,D06_V_indoor_still_0001,5
D32_OnePlus_A3003,D32_V_indoor_still_0001,30
D33_Huawei_Ascend,D33_V_flat_still_0002,31
D05_Apple_iPhone5c,D05_V_indoor_panrot_0001,4
D19_Apple_iPhone6Plus,D19_V_flat_move_0001,17
D22_Samsung_GalaxyTrendPlus,D22_V_indoor_panrot_0001,20
D28_Huawei_P8,D28_V_indoor_panrot_0001,26
D23_Asus_Zenfone2Laser,D23_V_outdoor_move_0001,21
D23_Asus_Zenfone2Laser,D23_V_indoor_move_0001,21
D03_Huawei_P9,D03_V_outdoor_panrot_0002,2
D02_Apple_iPhone4s,D02_V_outdoor_move_0001,1
D25_OnePlus_A3000,D25_V_outdoor_panrot_0002,23
D23_Asus_Zenfone2Laser,D23_V_indoor_panrot_0002,21
D08_Samsung_GalaxyTab3,D08_V_flat_panrot_0002,7
D26_Samsung_GalaxyS3Mini,D26_V_outdoor_panrot_0002,24
D09_Apple_iPhone4,D09_V_indoor_still_0002,8
D07_Lenovo_P70A,D07_V_flat_move_0002,6
D14_Apple_iPhone5c,D14_V_indoor_panrot_0001,12
D22_Samsung_GalaxyTrendPlus,D22_V_indoor_still_0002,20
D34_Apple_iPhone5,D34_V_flat_panrot_0001,32
D09_Apple_iPhone4,D09_V_indoor_panrot_0002,8
D19_Apple_iPhone6Plus,D19_V_outdoor_move_0002,17
D13_Apple_iPad2,D13_V_indoor_still_0001,11
D13_Apple_iPad2,D13_V_indoor_still_0002,11
D35_Samsung_GalaxyTabA,D35_V_indoor_panrot_0001,33
D30_Huawei_Honor5c,D30_V_indoor_still_0002,28
D24_Xiaomi_RedmiNote3,D24_V_indoor_still_0001,22
D21_Wiko_Ridge4G,D21_V_indoor_panrot_0001,19
D25_OnePlus_A3000,D25_V_outdoor_still_0002,23
D34_Apple_iPhone5,D34_V_indoor_still_0002,32
D10_Apple_iPhone4s,D10_V_outdoor_move_0001,9
D35_Samsung_GalaxyTabA,D35_V_indoor_still_0002,33
D28_Huawei_P8,D28_V_outdoor_panrot_0001,26
D15_Apple_iPhone6,D15_V_flat_still_0001,13
D34_Apple_iPhone5,D34_V_outdoor_move_0004,32
D23_Asus_Zenfone2Laser,D23_V_flat_panrot_0001,21
D32_OnePlus_A3003,D32_V_outdoor_still_0001,30
D14_Apple_iPhone5c,D14_V_flat_move_0003,12
D05_Apple_iPhone5c,D05_V_indoor_move_0001,4
D03_Huawei_P9,D03_V_flat_still_0002,2
D27_Samsung_GalaxyS5,D27_V_indoor_still_0002,25
D03_Huawei_P9,D03_V_flat_panrot_0002,2
D23_Asus_Zenfone2Laser,D23_V_indoor_move_0002,21
D21_Wiko_Ridge4G,D21_V_outdoor_still_0002,19
D14_Apple_iPhone5c,D14_V_outdoor_move_0001,12
D04_LG_D290,D04_V_indoor_panrot_0002,3
D31_Samsung_GalaxyS4Mini,D31_V_outdoor_panrot_0002,29
D08_Samsung_GalaxyTab3,D08_V_flat_still_0001,7
D23_Asus_Zenfone2Laser,D23_V_flat_still_0001,21
D20_Apple_iPadMini,D20_V_indoor_panrot_0001,18
D11_Samsung_GalaxyS3,D11_V_outdoor_still_0002,10
D34_Apple_iPhone5,D34_V_indoor_panrot_0001,32
D03_Huawei_P9,D03_V_outdoor_still_0001,2
D25_OnePlus_A3000,D25_V_flat_move_0003,23
D34_Apple_iPhone5,D34_V_flat_move_0002,32
D32_OnePlus_A3003,D32_V_flat_panrot_0002,30
D27_Samsung_GalaxyS5,D27_V_outdoor_still_0001,25
D19_Apple_iPhone6Plus,D19_V_outdoor_still_0002,17
D16_Huawei_P9Lite,D16_V_indoor_still_0002,14
D08_Samsung_GalaxyTab3,D08_V_flat_panrot_0003,7
D03_Huawei_P9,D03_V_indoor_panrot_0001,2
D08_Samsung_GalaxyTab3,D08_V_indoor_panrot_0001,7
D31_Samsung_GalaxyS4Mini,D31_V_outdoor_move_0001,29
D25_OnePlus_A3000,D25_V_outdoor_panrot_0001,23
D20_Apple_iPadMini,D20_V_indoor_still_0001,18
D35_Samsung_GalaxyTabA,D35_V_outdoor_panrot_0002,33
