model_id_list,dev_alphabetical_id,dev_numerical_id
D14_Apple_iPhone5c,D14_V_indoorYT_move_0002,12
D27_Samsung_GalaxyS5,D27_V_flatYT_move_0002,25
D18_Apple_iPhone5c,D18_V_flatYT_move_0002,16
D02_Apple_iPhone4s,D02_V_outdoorYT_move_0001,1
D29_Apple_iPhone5,D29_V_flatYT_move_0001,27
D35_Samsung_GalaxyTabA,D35_V_outdoorYT_panrot_0001,33
D27_Samsung_GalaxyS5,D27_V_outdoorYT_move_0002,25
D25_OnePlus_A3000,D25_V_flatYT_still_0001,23
D34_Apple_iPhone5,D34_V_outdoorYT_panrot_0001,32
D30_Huawei_Honor5c,D30_V_flatYT_still_0001,28
D06_Apple_iPhone6,D06_V_indoorYT_still_0002,5
D25_OnePlus_A3000,D25_V_indoorYT_move_0001,23
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_still_0002,29
D16_Huawei_P9Lite,D16_V_flatYT_move_0002,14
D18_Apple_iPhone5c,D18_V_outdoorYT_panrot_0001,16
D05_Apple_iPhone5c,D05_V_flatYT_still_0002,4
D21_Wiko_Ridge4G,D21_V_indoorYT_move_0001,19
D05_Apple_iPhone5c,D05_V_outdoorYT_panrot_0002,4
D19_Apple_iPhone6Plus,D19_V_flatYT_panrot_0002,17
D32_OnePlus_A3003,D32_V_flatYT_panrot_0001,30
D06_Apple_iPhone6,D06_V_indoorYT_move_0002,5
D08_Samsung_GalaxyTab3,D08_V_flatYT_still_0002,7
D25_OnePlus_A3000,D25_V_outdoorYT_still_0002,23
D30_Huawei_Honor5c,D30_V_outdoorYT_still_0001,28
D28_Huawei_P8,D28_V_indoorYT_move_0002,26
D13_Apple_iPad2,D13_V_indoorYT_move_0002,11
D19_Apple_iPhone6Plus,D19_V_outdoorYT_move_0002,17
D31_Samsung_GalaxyS4Mini,D31_V_flatYT_panrot_0001,29
D11_Samsung_GalaxyS3,D11_V_indoorYT_still_0002,10
D11_Samsung_GalaxyS3,D11_V_outdoorYT_still_0002,10
D24_Xiaomi_RedmiNote3,D24_V_indoorYT_move_0001,22
D10_Apple_iPhone4s,D10_V_flatYT_still_0001,9
D14_Apple_iPhone5c,D14_V_indoorYT_move_0001,12
D14_Apple_iPhone5c,D14_V_indoorYT_panrot_0002,12
D20_Apple_iPadMini,D20_V_flatYT_move_0002,18
D27_Samsung_GalaxyS5,D27_V_flatYT_still_0002,25
D03_Huawei_P9,D03_V_outdoorYT_panrot_0002,2
D03_Huawei_P9,D03_V_indoorYT_panrot_0001,2
D13_Apple_iPad2,D13_V_indoorYT_move_0001,11
D04_LG_D290,D04_V_flatYT_move_0001,3
D08_Samsung_GalaxyTab3,D08_V_indoorYT_panrot_0002,7
D15_Apple_iPhone6,D15_V_flatYT_still_0001,13
D30_Huawei_Honor5c,D30_V_outdoorYT_panrot_0001,28
D07_Lenovo_P70A,D07_V_outdoorYT_move_0002,6
D17_Microsoft_Lumia640LTE,D17_V_outdoorYT_move_0001,15
D34_Apple_iPhone5,D34_V_outdoorYT_move_0002,32
D28_Huawei_P8,D28_V_flatYT_move_0002,26
D09_Apple_iPhone4,D09_V_indoorYT_panrot_0002,8
D25_OnePlus_A3000,D25_V_flatYT_still_0002,23
D30_Huawei_Honor5c,D30_V_indoorYT_still_0001,28
D09_Apple_iPhone4,D09_V_outdoorYT_panrot_0002,8
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_panrot_0002,29
D27_Samsung_GalaxyS5,D27_V_indoorYT_panrot_0002,25
D08_Samsung_GalaxyTab3,D08_V_flatYT_move_0002,7
D35_Samsung_GalaxyTabA,D35_V_indoorYT_still_0002,33
D24_Xiaomi_RedmiNote3,D24_V_flatYT_still_0001,22
D29_Apple_iPhone5,D29_V_flatYT_panrot_0001,27
D03_Huawei_P9,D03_V_outdoorYT_move_0001,2
D33_Huawei_Ascend,D33_V_indoorYT_move_0002,31
D14_Apple_iPhone5c,D14_V_flatYT_panrot_0002,12
D07_Lenovo_P70A,D07_V_indoorYT_still_0002,6
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_still_0003,7
D20_Apple_iPadMini,D20_V_outdoorYT_still_0002,18
D33_Huawei_Ascend,D33_V_indoorYT_still_0001,31
D15_Apple_iPhone6,D15_V_outdoorYT_move_0001,13
D23_Asus_Zenfone2Laser,D23_V_flatYT_move_0002,21
D18_Apple_iPhone5c,D18_V_flatYT_still_0002,16
D33_Huawei_Ascend,D33_V_flatYT_move_0002,31
D32_OnePlus_A3003,D32_V_indoorYT_still_0001,30
D10_Apple_iPhone4s,D10_V_flatYT_move_0002,9
D17_Microsoft_Lumia640LTE,D17_V_flatYT_move_0002,15
D14_Apple_iPhone5c,D14_V_flatYT_move_0003,12
D28_Huawei_P8,D28_V_outdoorYT_move_0001,26
D35_Samsung_GalaxyTabA,D35_V_indoorYT_panrot_0001,33
D35_Samsung_GalaxyTabA,D35_V_indoorYT_still_0001,33
D32_OnePlus_A3003,D32_V_outdoorYT_panrot_0001,30
D07_Lenovo_P70A,D07_V_indoorYT_panrot_0001,6
D29_Apple_iPhone5,D29_V_indoorYT_move_0002,27
D32_OnePlus_A3003,D32_V_flatYT_panrot_0002,30
D15_Apple_iPhone6,D15_V_indoorYT_move_0002,13
D26_Samsung_GalaxyS3Mini,D26_V_outdoorYT_panrot_0002,24
D29_Apple_iPhone5,D29_V_indoorYT_move_0001,27
D16_Huawei_P9Lite,D16_V_flatYT_move_0003,14
D29_Apple_iPhone5,D29_V_flatYT_panrot_0002,27
D21_Wiko_Ridge4G,D21_V_flatYT_panrot_0001,19
D09_Apple_iPhone4,D09_V_flatYT_panrot_0001,8
D32_OnePlus_A3003,D32_V_outdoorYT_still_0002,30
D21_Wiko_Ridge4G,D21_V_outdoorYT_panrot_0001,19
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_move_0001,20
D10_Apple_iPhone4s,D10_V_outdoorYT_still_0002,9
D27_Samsung_GalaxyS5,D27_V_flatYT_move_0001,25
D21_Wiko_Ridge4G,D21_V_indoorYT_panrot_0001,19
D08_Samsung_GalaxyTab3,D08_V_indoorYT_move_0002,7
D15_Apple_iPhone6,D15_V_indoorYT_still_0002,13
D16_Huawei_P9Lite,D16_V_outdoorYT_move_0001,14
D02_Apple_iPhone4s,D02_V_outdoorYT_still_0003,1
D24_Xiaomi_RedmiNote3,D24_V_flatYT_panrot_0001,22
D29_Apple_iPhone5,D29_V_indoorYT_still_0001,27
D01_Samsung_GalaxyS3Mini,D01_V_flatYT_still_0001,0
D32_OnePlus_A3003,D32_V_indoorYT_move_0001,30
D33_Huawei_Ascend,D33_V_outdoorYT_move_0002,31
D09_Apple_iPhone4,D09_V_outdoorYT_move_0001,8
D06_Apple_iPhone6,D06_V_flatYT_move_0002,5
D20_Apple_iPadMini,D20_V_outdoorYT_still_0001,18
D05_Apple_iPhone5c,D05_V_indoorYT_move_0001,4
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_panrot_0004,7
D20_Apple_iPadMini,D20_V_indoorYT_move_0001,18
D03_Huawei_P9,D03_V_flatYT_move_0003,2
D32_OnePlus_A3003,D32_V_indoorYT_panrot_0001,30
D21_Wiko_Ridge4G,D21_V_flatYT_move_0001,19
D07_Lenovo_P70A,D07_V_indoorYT_still_0001,6
D30_Huawei_Honor5c,D30_V_flatYT_move_0003,28
D19_Apple_iPhone6Plus,D19_V_outdoorYT_panrot_0002,17
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_move_0002,0
D18_Apple_iPhone5c,D18_V_indoorYT_still_0002,16
D15_Apple_iPhone6,D15_V_outdoorYT_panrot_0001,13
D17_Microsoft_Lumia640LTE,D17_V_indoorYT_panrot_0001,15
D19_Apple_iPhone6Plus,D19_V_flatYT_move_0002,17
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_move_0003,7
D11_Samsung_GalaxyS3,D11_V_indoorYT_still_0001,10
D23_Asus_Zenfone2Laser,D23_V_indoorYT_move_0001,21
D16_Huawei_P9Lite,D16_V_indoorYT_still_0001,14
D16_Huawei_P9Lite,D16_V_flatYT_still_0002,14
D10_Apple_iPhone4s,D10_V_indoorYT_still_0001,9
D04_LG_D290,D04_V_indoorYT_panrot_0002,3
D20_Apple_iPadMini,D20_V_indoorYT_panrot_0002,18
D27_Samsung_GalaxyS5,D27_V_indoorYT_panrot_0001,25
D08_Samsung_GalaxyTab3,D08_V_flatYT_move_0004,7
D11_Samsung_GalaxyS3,D11_V_indoorYT_move_0001,10
D33_Huawei_Ascend,D33_V_flatYT_panrot_0001,31
D07_Lenovo_P70A,D07_V_outdoorYT_still_0002,6
D08_Samsung_GalaxyTab3,D08_V_flatYT_panrot_0001,7
D04_LG_D290,D04_V_indoorYT_move_0002,3
D16_Huawei_P9Lite,D16_V_outdoorYT_panrot_0001,14
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_still_0001,0
D05_Apple_iPhone5c,D05_V_outdoorYT_still_0001,4
D16_Huawei_P9Lite,D16_V_indoorYT_move_0001,14
D14_Apple_iPhone5c,D14_V_indoorYT_still_0002,12
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_panrot_0003,0
D09_Apple_iPhone4,D09_V_outdoorYT_panrot_0001,8
D11_Samsung_GalaxyS3,D11_V_flatYT_panrot_0001,10
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_panrot_0001,22
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_panrot_0002,20
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_panrot_0003,7
D30_Huawei_Honor5c,D30_V_outdoorYT_move_0002,28
D09_Apple_iPhone4,D09_V_indoorYT_still_0002,8
D30_Huawei_Honor5c,D30_V_indoorYT_move_0001,28
D09_Apple_iPhone4,D09_V_outdoorYT_still_0002,8
D20_Apple_iPadMini,D20_V_flatYT_move_0001,18
D19_Apple_iPhone6Plus,D19_V_outdoorYT_move_0001,17
D32_OnePlus_A3003,D32_V_flatYT_move_0002,30
D32_OnePlus_A3003,D32_V_flatYT_move_0003,30
D24_Xiaomi_RedmiNote3,D24_V_indoorYT_panrot_0002,22
D07_Lenovo_P70A,D07_V_flatYT_move_0002,6
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_panrot_0002,7
D11_Samsung_GalaxyS3,D11_V_flatYT_move_0003,10
D13_Apple_iPad2,D13_V_flatYT_move_0001,11
D19_Apple_iPhone6Plus,D19_V_flatYT_move_0001,17
D19_Apple_iPhone6Plus,D19_V_indoorYT_move_0002,17
D24_Xiaomi_RedmiNote3,D24_V_flatYT_move_0002,22
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_move_0002,20
D03_Huawei_P9,D03_V_outdoorYT_move_0002,2
D35_Samsung_GalaxyTabA,D35_V_indoorYT_panrot_0002,33
D27_Samsung_GalaxyS5,D27_V_outdoorYT_panrot_0001,25
D16_Huawei_P9Lite,D16_V_flatYT_move_0001,14
D34_Apple_iPhone5,D34_V_indoorYT_move_0002,32
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_panrot_0001,0
D13_Apple_iPad2,D13_V_flatYT_move_0002,11
D30_Huawei_Honor5c,D30_V_indoorYT_panrot_0002,28
D33_Huawei_Ascend,D33_V_outdoorYT_panrot_0001,31
D28_Huawei_P8,D28_V_indoorYT_panrot_0002,26
D18_Apple_iPhone5c,D18_V_indoorYT_move_0001,16
D03_Huawei_P9,D03_V_indoorYT_panrot_0002,2
D28_Huawei_P8,D28_V_flatYT_move_0003,26
D11_Samsung_GalaxyS3,D11_V_indoorYT_move_0002,10
D29_Apple_iPhone5,D29_V_outdoorYT_still_0002,27
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorYT_still_0001,20
D11_Samsung_GalaxyS3,D11_V_flatYT_still_0002,10
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_still_0002,20
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorYT_move_0002,20
D31_Samsung_GalaxyS4Mini,D31_V_outdoorYT_move_0002,29
D34_Apple_iPhone5,D34_V_outdoorYT_panrot_0002,32
D26_Samsung_GalaxyS3Mini,D26_V_flatYT_still_0001,24
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_move_0002,29
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_panrot_0001,29
D09_Apple_iPhone4,D09_V_flatYT_move_0003,8
D08_Samsung_GalaxyTab3,D08_V_flatYT_still_0004,7
D25_OnePlus_A3000,D25_V_outdoorYT_panrot_0002,23
D06_Apple_iPhone6,D06_V_indoorYT_panrot_0001,5
D05_Apple_iPhone5c,D05_V_flatYT_still_0001,4
D32_OnePlus_A3003,D32_V_indoorYT_move_0002,30
D33_Huawei_Ascend,D33_V_outdoorYT_still_0001,31
D23_Asus_Zenfone2Laser,D23_V_outdoorYT_move_0002,21
D13_Apple_iPad2,D13_V_outdoorYT_move_0001,11
D10_Apple_iPhone4s,D10_V_indoorYT_panrot_0002,9
D30_Huawei_Honor5c,D30_V_indoorYT_still_0002,28
